50, 1.251233, 3.689000, 0.001250, 0.050000, 1.000000, 20.000000, 0.000000, 
50, 1.254983, 3.689000, 0.005000, 0.075000, 0.500000, -10.000000, 0.000000, 
50, 1.261233, 3.689000, 0.011250, 0.125000, 1.000000, 10.000000, 0.000000, 
50, 1.269983, 3.689000, 0.020000, 0.175000, 1.000000, -0.000000, 0.000000, 
50, 1.281233, 3.689000, 0.031250, 0.225000, 1.000000, 0.000000, 0.000000, 
50, 1.294983, 3.689000, 0.045000, 0.275000, 1.000000, 0.000000, 0.000000, 
50, 1.311233, 3.689000, 0.061250, 0.325000, 1.000000, -0.000000, 0.000000, 
50, 1.329982, 3.689000, 0.080000, 0.375000, 1.000000, -0.000000, 0.000000, 
50, 1.351232, 3.689000, 0.101250, 0.425000, 1.000000, 0.000000, 0.000000, 
50, 1.374982, 3.689000, 0.125000, 0.475000, 1.000000, 0.000000, 0.000000, 
50, 1.401233, 3.689000, 0.151250, 0.525000, 1.000000, -0.000000, 0.000000, 
50, 1.429983, 3.689000, 0.180000, 0.575000, 1.000000, -0.000000, 0.000000, 
50, 1.461233, 3.689000, 0.211250, 0.625000, 1.000000, -0.000000, 0.000000, 
50, 1.494983, 3.689000, 0.245000, 0.675000, 1.000000, -0.000000, 0.000000, 
50, 1.531232, 3.689000, 0.281250, 0.725000, 1.000000, 0.000000, 0.000000, 
50, 1.569982, 3.689000, 0.320000, 0.775000, 1.000000, 0.000000, 0.000000, 
50, 1.611232, 3.689000, 0.361250, 0.825000, 1.000000, 0.000000, 0.000000, 
50, 1.654982, 3.689000, 0.405000, 0.875000, 1.000000, 0.000000, 0.000000, 
50, 1.701232, 3.689000, 0.451250, 0.925000, 1.000000, -0.000000, 0.000000, 
50, 1.749982, 3.689000, 0.500000, 0.975000, 1.000000, 0.000000, 0.000000, 
50, 1.801232, 3.689000, 0.551250, 1.025000, 1.000000, 0.000000, 0.000000, 
50, 1.854982, 3.689000, 0.605000, 1.075000, 1.000000, -0.000000, 0.000000, 
50, 1.911232, 3.689000, 0.661250, 1.125000, 1.000000, 0.000000, 0.000000, 
50, 1.969982, 3.689000, 0.720000, 1.175000, 1.000000, 0.000000, 0.000000, 
50, 2.031232, 3.689000, 0.781250, 1.225000, 1.000000, -0.000000, 0.000000, 
50, 2.094982, 3.689000, 0.845000, 1.275000, 1.000000, 0.000000, 0.000000, 
50, 2.161232, 3.689000, 0.911250, 1.325000, 1.000000, 0.000000, 0.000000, 
50, 2.229982, 3.689000, 0.980000, 1.375000, 1.000000, -0.000000, 0.000000, 
50, 2.301233, 3.689000, 1.051250, 1.425000, 1.000000, -0.000000, 0.000000, 
50, 2.374983, 3.689000, 1.125000, 1.475000, 1.000000, 0.000000, 0.000000, 
50, 2.451233, 3.689000, 1.201250, 1.525000, 1.000000, -0.000000, 0.000000, 
50, 2.529983, 3.689000, 1.280000, 1.575000, 1.000000, 0.000000, 0.000000, 
50, 2.611233, 3.689000, 1.361250, 1.625000, 1.000000, 0.000000, 0.000000, 
50, 2.694983, 3.689000, 1.445000, 1.675000, 1.000000, -0.000000, 0.000000, 
50, 2.781233, 3.689000, 1.531250, 1.725000, 1.000000, 0.000000, 0.000000, 
50, 2.869983, 3.689000, 1.620000, 1.775000, 1.000000, 0.000000, 0.000000, 
50, 2.959983, 3.689000, 1.710000, 1.800000, 0.500000, -10.000000, 0.000000, 
50, 3.045495, 3.688671, 1.795513, 1.710263, -1.794739, -45.894771, 6.268826, 
50, 3.127956, 3.686474, 1.878004, 1.649811, -1.209043, 11.713910, 6.244686, 
50, 3.211056, 3.682346, 1.961206, 1.664053, 0.284837, 29.877595, 6.222835, 
50, 3.294782, 3.676449, 2.045139, 1.678653, 0.292003, 0.143327, 6.203330, 
50, 3.378889, 3.668977, 2.129577, 1.688760, 0.202147, -1.797122, 6.186252, 
50, 3.462185, 3.660252, 2.213329, 1.675039, -0.274425, -9.531445, 6.171790, 
50, 3.543689, 3.650631, 2.295399, 1.641405, -0.672676, -7.965013, 6.159957, 
50, 3.623360, 3.640369, 2.375728, 1.606584, -0.696429, -0.475061, 6.150565, 
50, 3.701161, 3.629694, 2.454258, 1.570588, -0.719907, -0.469562, 6.143423, 
50, 3.777056, 3.618808, 2.530930, 1.533449, -0.742782, -0.457498, 6.138349, 
50, 3.851015, 3.607890, 2.605691, 1.495206, -0.764874, -0.441833, 6.135165, 
50, 3.923005, 3.597092, 2.678486, 1.455900, -0.786104, -0.424608, 6.133701, 
