Delta Time, X Point, Y Point, Position, Velocity, Acceleration, Jerk, Heading, 
50, 4.753872, 4.159015, 4.299057, 0.541295, -0.672240, 2.681659, 5.852404, 
50, 4.777455, 4.148953, 4.324696, 0.512781, -0.570284, 2.039132, 5.907269, 
50, 4.800356, 4.140585, 4.349078, 0.487642, -0.502780, 1.350076, 5.958139, 
50, 4.822523, 4.133689, 4.372293, 0.464295, -0.466947, 0.716660, 6.004726, 
50, 4.843869, 4.128075, 4.394365, 0.441449, -0.456925, 0.200436, 6.046949, 
50, 4.864286, 4.123572, 4.415273, 0.418158, -0.465811, -0.177722, 6.084878, 
50, 4.883654, 4.120023, 4.434963, 0.393803, -0.487102, -0.425817, 6.118686, 
50, 4.901851, 4.117283, 4.453365, 0.368031, -0.515436, -0.566690, 6.148600, 
50, 4.918760, 4.115222, 4.470399, 0.340691, -0.546796, -0.627188, 6.174870, 
50, 4.934275, 4.113715, 4.485988, 0.311772, -0.578391, -0.631896, 6.197753, 
50, 4.948303, 4.112654, 4.500055, 0.281351, -0.608417, -0.600537, 6.217488, 
50, 4.960761, 4.111940, 4.512533, 0.249561, -0.635798, -0.547603, 6.234295, 
50, 4.971579, 4.111488, 4.523362, 0.216564, -0.659950, -0.483049, 6.248369, 
50, 4.980702, 4.111223, 4.532488, 0.182533, -0.680615, -0.413289, 6.259876, 
50, 4.988083, 4.111084, 4.539871, 0.147647, -0.697723, -0.342165, 6.268953, 
50, 4.993687, 4.111024, 4.545475, 0.112081, -0.711311, -0.271756, 6.275709, 
50, 4.997487, 4.111004, 4.549275, 0.076008, -0.721458, -0.202948, 6.280227, 
50, 4.999467, 4.111000, 4.551255, 0.039596, -0.728252, -0.135876, 6.282560, 
50, 5.000000, 4.111000, 4.551788, 0.010661, -0.578694, 2.991158, 6.283185, 
50, 5.000000, 4.111000, 4.551788, 0.000000, -0.213218, 7.309515, 6.283185, 
