50, 1.830044, 5.175400, 0.001250, 0.050000, 1.000000, 20.000000, 0.000036, 
50, 1.833828, 5.175400, 0.005034, 0.075679, 0.513577, -9.728456, 0.000145, 
50, 1.840135, 5.175402, 0.011340, 0.126125, 1.008916, 9.906769, 0.000326, 
50, 1.848963, 5.175406, 0.020168, 0.176560, 1.008712, -0.004075, 0.000577, 
50, 1.860312, 5.175414, 0.031517, 0.226982, 1.008427, -0.005705, 0.000895, 
50, 1.874181, 5.175429, 0.045386, 0.277385, 1.008060, -0.007336, 0.001279, 
50, 1.890569, 5.175454, 0.061775, 0.327765, 1.007612, -0.008966, 0.001723, 
50, 1.909475, 5.175491, 0.080681, 0.378119, 1.007082, -0.010598, 0.002225, 
50, 1.930897, 5.175545, 0.102103, 0.428443, 1.006470, -0.012229, 0.002778, 
50, 1.954834, 5.175619, 0.126039, 0.478732, 1.005777, -0.013861, 0.003378, 
50, 1.981283, 5.175716, 0.152489, 0.528982, 1.005003, -0.015493, 0.004018, 
50, 2.010242, 5.175843, 0.181448, 0.579189, 1.004146, -0.017125, 0.004692, 
50, 2.041709, 5.176001, 0.212915, 0.629349, 1.003208, -0.018757, 0.005391, 
50, 2.075681, 5.176197, 0.246888, 0.679459, 1.002189, -0.020389, 0.006108, 
50, 2.112156, 5.176433, 0.283364, 0.729513, 1.001088, -0.022021, 0.006834, 
50, 2.151131, 5.176714, 0.322339, 0.779509, 0.999905, -0.023652, 0.007558, 
50, 2.192601, 5.177042, 0.363812, 0.829441, 0.998641, -0.025283, 0.008272, 
50, 2.236565, 5.177421, 0.407777, 0.879305, 0.997295, -0.026914, 0.008965, 
50, 2.283018, 5.177853, 0.454232, 0.929099, 0.995868, -0.028545, 0.009624, 
50, 2.331956, 5.178340, 0.503173, 0.978817, 0.994359, -0.030175, 0.010237, 
50, 2.383376, 5.178881, 0.554595, 1.028455, 0.992769, -0.031805, 0.010793, 
50, 2.437273, 5.179476, 0.608496, 1.078010, 0.991098, -0.033434, 0.011277, 
50, 2.493644, 5.180123, 0.664870, 1.127477, 0.989344, -0.035064, 0.011675, 
50, 2.552482, 5.180820, 0.723712, 1.176853, 0.987510, -0.036694, 0.011973, 
50, 2.613784, 5.181560, 0.785019, 1.226132, 0.985593, -0.038325, 0.012155, 
50, 2.677545, 5.182337, 0.848785, 1.275312, 0.983596, -0.039957, 0.012205, 
50, 2.743760, 5.183143, 0.915004, 1.324388, 0.981516, -0.041590, 0.012107, 
50, 2.812422, 5.183966, 0.983672, 1.373356, 0.979355, -0.043223, 0.011842, 
50, 2.883528, 5.184793, 1.054782, 1.422211, 0.977112, -0.044858, 0.011394, 
50, 2.957071, 5.185609, 1.128330, 1.470951, 0.974787, -0.046492, 0.010743, 
50, 3.033046, 5.186393, 1.204308, 1.519570, 0.972381, -0.048125, 0.009870, 
50, 3.111445, 5.187125, 1.282712, 1.568065, 0.969893, -0.049755, 0.008755, 
50, 3.192264, 5.187778, 1.363533, 1.616431, 0.967324, -0.051379, 0.007377, 
50, 3.275496, 5.188325, 1.446766, 1.664664, 0.964675, -0.052993, 0.005716, 
50, 3.361133, 5.188732, 1.532404, 1.712762, 0.961945, -0.054591, 0.003748, 
50, 3.449169, 5.188963, 1.620440, 1.760719, 0.959137, -0.056167, 0.001452, 
50, 3.550050, 5.189899, 1.721326, 2.017723, 5.140082, 83.618902, 0.036529, 
50, 3.672837, 5.200727, 1.844589, 2.465255, 8.950646, 76.211284, 0.143673, 
50, 3.806358, 5.230039, 1.981290, 2.734020, 5.375293, -71.507062, 0.294253, 
50, 3.949321, 5.289818, 2.136248, 3.099157, 7.302739, 38.548913, 0.504038, 
50, 4.087685, 5.391712, 2.308082, 3.436675, 6.750378, -11.047213, 0.768793, 
50, 4.194665, 5.527809, 2.481193, 3.462217, 0.510829, -124.790973, 1.037719, 
50, 4.258793, 5.670437, 2.637574, 3.127617, -6.691999, -144.056576, 1.252131, 
50, 4.291251, 5.802045, 2.773126, 2.711039, -8.331550, -32.791015, 1.398993, 
