Delta Time, X Point, Y Point, Position, Velocity, Acceleration, Jerk, Heading, 
50, 4.445473, 4.664212, 3.689913, 0.248971, -0.392610, -0.538359, 6.159743, 
50, 4.456786, 4.662974, 3.701293, 0.227598, -0.427441, -0.696630, 6.188375, 
50, 4.466969, 4.662131, 3.711511, 0.204362, -0.464723, -0.745640, 6.212705, 
50, 4.475919, 4.661592, 3.720477, 0.179320, -0.500843, -0.722406, 6.233022, 
50, 4.483544, 4.661273, 3.728109, 0.152641, -0.533591, -0.654946, 6.249591, 
50, 4.489769, 4.661104, 3.734337, 0.124555, -0.561720, -0.562591, 6.262636, 
50, 4.494535, 4.661029, 3.739103, 0.095324, -0.584604, -0.457672, 6.272342, 
50, 4.497796, 4.661005, 3.742364, 0.065226, -0.601976, -0.347439, 6.278849, 
50, 4.499523, 4.661000, 3.744091, 0.034538, -0.613760, -0.235683, 6.282251, 
50, 4.500000, 4.661000, 3.744568, 0.009538, -0.499995, 2.275301, 0.000000, 
50, 4.500000, 4.661000, 3.744568, 0.000000, -0.190759, 6.184725, 0.000000, 
